KM,bookcallnum,title,author,year,month,page,specattr,sprocess,specpath,fullspecpath,localpath,hue,saturation,brightness,cluster
358,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1896,October,backmatter,Imperial Camera Company,Photogravure,specimens_resized/358_S.JPG,specimens_resized_panel/358_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/358_S.JPG,48.0,0.18125003384144414,0.5865816760642081,10
359,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1866,April,28a,Emil Kellner,Photolithograph,specimens_resized/359_S.JPG,specimens_resized_panel/359_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/359_S.JPG,239.0,0.023991692983096675,0.5441491773278818,8
360,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1866,July,104b,None,Albumen silver print,specimens_resized/360_S.JPG,specimens_resized_panel/360_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/360_S.JPG,44.0,0.14850115517752707,0.6168569442370856,9
361,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1866,October,188b,None,Albumen silver print,specimens_resized/361_S.JPG,specimens_resized_panel/361_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/361_S.JPG,51.0,0.15441681364373272,0.6112577030812323,6
362,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1867,July,132b,None,Albumen silver print,specimens_resized/362_S.JPG,specimens_resized_panel/362_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/362_S.JPG,48.0,0.2858564815312767,0.5573282914053945,5
363,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1868,January,268b,None,Collodion POP,specimens_resized/363_S.JPG,specimens_resized_panel/363_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/363_S.JPG,188.0,0.08657365864651037,0.6180534174876848,9
364,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1868,February,297a,Burchard Brothers,Collotype,specimens_resized/364_S.JPG,specimens_resized_panel/364_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/364_S.JPG,247.0,0.051959879007927305,0.5476202594613114,7
365,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1870,March,8b,None,Albumen silver print,specimens_resized/365_S.JPG,specimens_resized_panel/365_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/365_S.JPG,66.0,0.10150529514335481,0.5980529302689661,6
366,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1870,July,105a,None,Collotype,specimens_resized/366_S.JPG,specimens_resized_panel/366_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/366_S.JPG,50.0,0.047014369865823774,0.57739217920241,8
367,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1870,September,157a,None,Photogravure,specimens_resized/367_S.JPG,specimens_resized_panel/367_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/367_S.JPG,241.0,0.027299942725049698,0.5760131822999468,9
368,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1870,November,212b,J.B. Obernetter,Collotype,specimens_resized/368_S.JPG,specimens_resized_panel/368_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/368_S.JPG,58.0,0.10852732967567738,0.5573496942934782,11
369,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1871,January,264b,None,Collotype,specimens_resized/369_S.JPG,specimens_resized_panel/369_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/369_S.JPG,321.0,0.043901205866423626,0.606736820787637,2
370,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1871,March,316a,Walter Woodbury,Woodburytype,specimens_resized/370_S.JPG,specimens_resized_panel/370_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/370_S.JPG,333.0,0.06830040893822528,0.564760981290422,11
371,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1871,July,112b,None,Albumen silver print,specimens_resized/371_S.JPG,specimens_resized_panel/371_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/371_S.JPG,44.0,0.13384480239542462,0.6199967706677265,2
372,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1871,August,156b,None,Stereotyped line block print,specimens_resized/372_S.JPG,specimens_resized_panel/372_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/372_S.JPG,81.0,0.05277506792256349,0.5625093143413143,8
373,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1871,November,220a,J.B. Obernetter,Carbon print,specimens_resized/373_S.JPG,specimens_resized_panel/373_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/373_S.JPG,224.0,0.0652638207875146,0.570235483696241,11
374,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1872,February,300b,J.B. Obernetter,Carbon print,specimens_resized/374_S.JPG,specimens_resized_panel/374_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/374_S.JPG,263.0,0.05586282146631579,0.5587122629740519,11
375,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1874,May,57a,C.H. Jacobi,Collotype,specimens_resized/375_S.JPG,specimens_resized_panel/375_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/375_S.JPG,342.0,0.0477860418694836,0.6081514355742297,11
376,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1874,July,109a,Gemoser & Waltl,Collotype,specimens_resized/376_S.JPG,specimens_resized_panel/376_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/376_S.JPG,323.0,0.047064557417301124,0.576846689837137,8
377,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1874,September,161a,Strumper & Co.,Collotype,specimens_resized/377_S.JPG,specimens_resized_panel/377_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/377_S.JPG,269.0,0.04010784451061153,0.5766151893449687,11
378,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1874,October,185a,None,Albumen silver print,specimens_resized/378_S.JPG,specimens_resized_panel/378_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/378_S.JPG,226.0,0.1338309216912253,0.6084090893871209,2
379,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1874,December,236a,J.B. Obernetter ,Collotype,specimens_resized/379_S.JPG,specimens_resized_panel/379_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/379_S.JPG,329.0,0.0892265135143995,0.5836138760690447,11
381,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1876,March,1a,Friedrich Bruckman,Woodburytype,specimens_resized/381_S.JPG,specimens_resized_panel/381_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/381_S.JPG,58.0,0.07696569018900964,0.6050715363430319,11
382,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1876,May,53a,Romler & Jonas,Collotype,specimens_resized/382_S.JPG,specimens_resized_panel/382_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/382_S.JPG,263.0,0.06939361831185313,0.5556953174414926,11
383,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1876,June,77a,Konigl. Staatsdruckerei,Cliches-verre,specimens_resized/383_S.JPG,specimens_resized_panel/383_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/383_S.JPG,228.0,0.04068919597986757,0.5620821220930232,3
384,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1876,September,129a,Aubel & Kaiser,Electrotyped line block print,specimens_resized/384_S.JPG,specimens_resized_panel/384_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/384_S.JPG,39.0,0.03013616218831519,0.5618790133012269,11
385,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1877,February,285a,Schober & Baeckmann,Collotype,specimens_resized/385_S.JPG,specimens_resized_panel/385_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/385_S.JPG,267.0,0.09813937932143707,0.5487707599315769,7
386,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1877,April,29a,Schindler & May,Photolithograph,specimens_resized/386_S.JPG,specimens_resized_panel/386_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/386_S.JPG,248.0,0.05521239111348542,0.5640292648492146,3
387,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1877,June,81a,J.B. Obernetter,Collotype,specimens_resized/387_S.JPG,specimens_resized_panel/387_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/387_S.JPG,326.0,0.09652139724000039,0.5446535571465427,11
388,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1877,August,133a,Jacobi & Prager,Collotype,specimens_resized/388_S.JPG,specimens_resized_panel/388_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/388_S.JPG,41.0,0.07733709051381175,0.5889147354868913,3
389,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1877,October,184b,Albert Reising,Cliches-verre,specimens_resized/389_S.JPG,specimens_resized_panel/389_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/389_S.JPG,249.0,0.0245292385667387,0.5613596308368708,8
390,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1877,October,185a,Albert Reising,Cliches-verre,specimens_resized/390_S.JPG,specimens_resized_panel/390_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/390_S.JPG,35.0,0.07997053910888499,0.572735476026348,8
391,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1878,December,289a,Joseph Albert ,Collotype,specimens_resized/391_S.JPG,specimens_resized_panel/391_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/391_S.JPG,50.0,0.08706433516910646,0.5823207971713276,5
392,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1878,June,81a,J.B. Obernetter,Collotype,specimens_resized/392_S.JPG,specimens_resized_panel/392_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/392_S.JPG,339.0,0.07647477915395139,0.5802467189637482,11
393,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1878,August,133a,Wilhelm Hoffmann,Collotype,specimens_resized/393_S.JPG,specimens_resized_panel/393_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/393_S.JPG,260.0,0.04399734575285624,0.5759491689435337,11
394,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1878,October,185a,Paul Hoppe,Aniline print,specimens_resized/394_S.JPG,specimens_resized_panel/394_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/394_S.JPG,26.0,0.07052128541331422,0.5608580798199106,4
395,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1879,January,265a,J.B. Obernetter,Collotype,specimens_resized/395_S.JPG,specimens_resized_panel/395_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/395_S.JPG,58.0,0.09898913710831236,0.5143815698070673,11
396,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1879,March,1a,J.B. Obernetter,Collotype,specimens_resized/396_S.JPG,specimens_resized_panel/396_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/396_S.JPG,62.0,0.05871304293635595,0.5830962508549931,11
397,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1879,November,209a ,Carl and Nicholas Benzinger,Stereotyped line block print,specimens_resized/397_S.JPG,specimens_resized_panel/397_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/397_S.JPG,252.0,0.03996084765063911,0.5970856311274509,8
398,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1880,January,261a,J.B. Obernetter,Collotype,specimens_resized/398_S.JPG,specimens_resized_panel/398_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/398_S.JPG,54.0,0.0560398845677852,0.5780765967629655,11
399,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1880,March,1a,J.B. Obernetter,Collotype,specimens_resized/399_S.JPG,specimens_resized_panel/399_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/399_S.JPG,319.0,0.07852678642802974,0.53125395874642,11
400,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1880,May,53a,W. Hoffmann,Collotype,specimens_resized/400_S.JPG,specimens_resized_panel/400_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/400_S.JPG,59.0,0.061752627329049986,0.5805316956327985,6
401,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1880,July,105a,Edmund Gaillard,Stereotyped line block print,specimens_resized/401_S.JPG,specimens_resized_panel/401_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/401_S.JPG,199.0,0.06488130795280714,0.5712108718487394,5
402,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1880,October,185a,Gottheil & Sohn,Carbon print,specimens_resized/402_S.JPG,specimens_resized_panel/402_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/402_S.JPG,11.0,0.0736578566641725,0.6007278741574754,3
403,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1881,January,265a,J.B. Obernetter,Collotype,specimens_resized/403_S.JPG,specimens_resized_panel/403_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/403_S.JPG,56.0,0.07271759921955187,0.5251760730333801,11
404,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1881,February,289a,W. Hoffmann,Collotype,specimens_resized/404_S.JPG,specimens_resized_panel/404_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/404_S.JPG,224.0,0.03769643936097774,0.586661493490839,2
405,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1881,May,29a, K. Klic ,Photogravure,specimens_resized/405_S.JPG,specimens_resized_panel/405_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/405_S.JPG,248.0,0.055107358980320036,0.5068659260152149,11
406,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1881,August,133a,J.B. Obernetter,Collotype,specimens_resized/406_S.JPG,specimens_resized_panel/406_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/406_S.JPG,47.0,0.0735331140800758,0.5885915336879433,2
407,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1882,January,248b,Edmund Gaillard,Stereotyped line block print,specimens_resized/407_S.JPG,specimens_resized_panel/407_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/407_S.JPG,70.0,0.07033285959578914,0.5557546126089324,1
408,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1882,January,249a,Edmund Gaillard,Stereotyped line block print,specimens_resized/408_S.JPG,specimens_resized_panel/408_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/408_S.JPG,226.0,0.04877640565835898,0.5651332624244667,3
409,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1882,March,1a,Frederic Eugene Ives,Halftone,specimens_resized/409_S.JPG,specimens_resized_panel/409_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/409_S.JPG,223.0,0.04249561858358851,0.5337609145220588,1
410,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1882,June,77a,J. Norgring,Collotype,specimens_resized/410_S.JPG,specimens_resized_panel/410_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/410_S.JPG,66.0,0.06483130258971441,0.5653112449799197,3
411,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1882,August,117a,J. Schober,Collotype,specimens_resized/411_S.JPG,specimens_resized_panel/411_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/411_S.JPG,223.0,0.03702183294924915,0.5471044034945267,8
412,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1882,October,169a,J.B. Obernetter,Collotype,specimens_resized/412_S.JPG,specimens_resized_panel/412_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/412_S.JPG,234.0,0.03243329359251629,0.5829300704656862,8
413,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1882,November,209a,Meisenbach,Halftone,specimens_resized/413_S.JPG,specimens_resized_panel/413_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/413_S.JPG,264.0,0.048113415425192235,0.5812662444785607,11
414,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1883,February,273a,Frederic Eugene Ives,Halftone,specimens_resized/414_S.JPG,specimens_resized_panel/414_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/414_S.JPG,41.0,0.03008628959422925,0.5493057544987692,1
415,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1885,January,265a,Meisenbach,Halftone,specimens_resized/415_S.JPG,specimens_resized_panel/415_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/415_S.JPG,36.0,0.1572553260401415,0.5686189768460576,8
416,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1885,June,81a,J.B. Obernetter,Collotype,specimens_resized/416_S.JPG,specimens_resized_panel/416_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/416_S.JPG,61.0,0.0887197273257951,0.5756164117907802,11
417,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1885,October,189a,C. Angerer & Goslchl,Halftone,specimens_resized/417_S.JPG,specimens_resized_panel/417_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/417_S.JPG,205.0,0.09219326054141369,0.5916252754258269,3
418,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1886,February,293a,None,Halftone,specimens_resized/418_S.JPG,specimens_resized_panel/418_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/418_S.JPG,201.0,0.04968282127705061,0.5546904178338001,6
419,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1888,April,17a,J.B. Obernetter,Collotype,specimens_resized/419_S.JPG,specimens_resized_panel/419_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/419_S.JPG,233.0,0.1201197653170363,0.5421791443850268,11
420,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1888,June,97a,Stengel & Markert,Collotype,specimens_resized/420_S.JPG,specimens_resized_panel/420_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/420_S.JPG,169.0,0.07753264373495676,0.5698875924032715,2
421,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1888,September,153a,J.B. Obernetter,Collotype,specimens_resized/421_S.JPG,specimens_resized_panel/421_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/421_S.JPG,326.0,0.11175132437942906,0.4851762346461573,7
422,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1888,November,220b,E. A. Just,Gelatin silver DOP,specimens_resized/422_S.JPG,specimens_resized_panel/422_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/422_S.JPG,226.0,0.1038390446059915,0.578130936884323,7
423,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1888,November,221a,H. Riffarth,Photogravure,specimens_resized/423_S.JPG,specimens_resized_panel/423_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/423_S.JPG,242.0,0.11797305928695657,0.5845163325746965,11
424,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1888,December,249a,Stengel & Markert,Collotype,specimens_resized/424_S.JPG,specimens_resized_panel/424_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/424_S.JPG,340.0,0.13985794946515798,0.5288563732784781,11
425,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,February,316b,Stengel & Markert,Collotype,specimens_resized/425_S.JPG,specimens_resized_panel/425_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/425_S.JPG,343.0,0.09848979486136653,0.5652034570372652,7
426,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,March,319a,Joseph Albert,Collotype,specimens_resized/426_S.JPG,specimens_resized_panel/426_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/426_S.JPG,283.0,0.07441563661455586,0.5754384208292256,3
427,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,March,17a,J.B. Obernetter,Collotype,specimens_resized/427_S.JPG,specimens_resized_panel/427_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/427_S.JPG,283.0,0.07604201507268393,0.5209315582293522,3
428,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,June,77a,J. Schober,Collotype,specimens_resized/428_S.JPG,specimens_resized_panel/428_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/428_S.JPG,251.0,0.10679896592932056,0.5135204710815143,8
429,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,August,119b,H. Riffarth,Photogravure,specimens_resized/429_S.JPG,specimens_resized_panel/429_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/429_S.JPG,222.0,0.06077417088304443,0.6063963014981273,7
430,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,August,134b,Reischsdruckerei,Line engraving,specimens_resized/430_S.JPG,specimens_resized_panel/430_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/430_S.JPG,37.0,0.11581654080833662,0.5664313408553076,6
431,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,October,196b,Stengel & Markert,Collotype,specimens_resized/431_S.JPG,specimens_resized_panel/431_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/431_S.JPG,11.0,0.09796245694861556,0.5342102396514161,11
432,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1889,December,294a,None,Gelatin silver DOP,specimens_resized/432_S.JPG,specimens_resized_panel/432_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/432_S.JPG,245.0,0.06775169645450568,0.5265452665441176,6
433,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1890,February,358a,E. Vogel,Photogravure,specimens_resized/433_S.JPG,specimens_resized_panel/433_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/433_S.JPG,33.0,0.05242032531936665,0.6058774088339038,9
434,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,April,18b,H. Riffarth,Photogravure,specimens_resized/434_S.JPG,specimens_resized_panel/434_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/434_S.JPG,234.0,0.06431423780275713,0.6045679827920751,11
435,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,May,54b,F. Thevoz & Cie.,Photogravure,specimens_resized/435_S.JPG,specimens_resized_panel/435_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/435_S.JPG,69.0,0.06657104497766221,0.578550285328778,6
436,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,May,86b,Stengel & Markert,Collotype,specimens_resized/436_S.JPG,specimens_resized_panel/436_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/436_S.JPG,257.0,0.07462485127489474,0.5416279583069787,3
437,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,May,87a,Stengel & Markert,Collotype,specimens_resized/437_S.JPG,specimens_resized_panel/437_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/437_S.JPG,320.0,0.0843358117258008,0.5820302925857843,7
438,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,June,94b,Robert Pranger,Collotype,specimens_resized/438_S.JPG,specimens_resized_panel/438_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/438_S.JPG,251.0,0.057643408415059987,0.5354893666720832,7
439,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,July,110b,H. Riffarth,Photogravure,specimens_resized/439_S.JPG,specimens_resized_panel/439_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/439_S.JPG,277.0,0.030088311111919563,0.5193308984778121,7
440,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,August,142b,Robert Pranger,Collotype,specimens_resized/440_S.JPG,specimens_resized_panel/440_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/440_S.JPG,193.0,0.08686499947329489,0.5703654027017784,11
441,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,September,174b,Stengel & Markert,Collotype,specimens_resized/441_S.JPG,specimens_resized_panel/441_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/441_S.JPG,286.0,0.08124075473742068,0.5796702665441176,3
442,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,September,190b,Robert Pranger,Collotype,specimens_resized/442_S.JPG,specimens_resized_panel/442_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/442_S.JPG,69.0,0.09499983027028598,0.5437209501676317,3
443,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,October,206b,J.B. Obernetter,Collotype,specimens_resized/443_S.JPG,specimens_resized_panel/443_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/443_S.JPG,250.0,0.034211255918427025,0.575134037990196,0
444,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,October,222b,Stengel & Markert,Collotype,specimens_resized/444_S.JPG,specimens_resized_panel/444_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/444_S.JPG,259.0,0.05779796175550748,0.5718303908101702,7
445,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,November,238b,A.E. Diener,Collotype,specimens_resized/445_S.JPG,specimens_resized_panel/445_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/445_S.JPG,259.0,0.059273015893671725,0.556617319387648,7
446,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,December,270b,Stengel & Markert,Collotype,specimens_resized/446_S.JPG,specimens_resized_panel/446_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/446_S.JPG,248.0,0.04514087035052472,0.5683209137149483,11
447,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1891,December,286b,C. Angerer & Goslchl,Halftone,specimens_resized/447_S.JPG,specimens_resized_panel/447_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/447_S.JPG,34.0,0.11527883466782403,0.6000668594260622,11
448,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1892,January,302b,E. Vogel ,Photogravure,specimens_resized/448_S.JPG,specimens_resized_panel/448_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/448_S.JPG,51.0,0.07084764885427376,0.5821286865155898,3
449,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1892,January,318b,Robert Pranger,Collotype,specimens_resized/449_S.JPG,specimens_resized_panel/449_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/449_S.JPG,255.0,0.07121432852955217,0.5879325882613684,11
450,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1892,February,334b,Stengel & Markert,Collotype,specimens_resized/450_S.JPG,specimens_resized_panel/450_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/450_S.JPG,295.0,0.07365993186545175,0.5487480809631544,7
451,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1892,March,366b,Joseph Albert,Collotype,specimens_resized/451_S.JPG,specimens_resized_panel/451_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/451_S.JPG,239.0,0.03939342771106806,0.572848343708649,3
